State,Town,7_2009
Utah,.South Weber city,"6,307"
Utah,.Spanish Fork city,"32,643"
Utah,.Spring City city,"1,055"
Utah,.Springdale town,621
Utah,.Springville city,"29,605"
Utah,.Sterling town,278
Utah,.Stockton town,590
Utah,.Sunnyside city,384
Utah,.Sunset city,"5,008"
Utah,.Syracuse city,"22,541"
Utah,.Tabiona town,171
Utah,.Taylorsville city,"59,075"
Utah,.Tooele city,"30,702"
Utah,.Toquerville town,"1,370"
Utah,.Torrey town,192
Utah,.Tremonton city,"7,002"
Utah,.Trenton town,513
Utah,.Tropic town,472
Utah,.Uintah town,"1,288"
Utah,.Vernal city,"9,225"
Utah,.Vernon town,323
Utah,.Vineyard town,155
Utah,.Virgin town,569
Utah,.Wales town,238
Utah,.Wallsburg town,313
Utah,.Washington city,"17,881"
Utah,.Washington Terrace city,"8,614"
Utah,.Wellington city,"1,601"
Utah,.Wellsville city,"3,273"
Utah,.Wendover city,"1,724"
Utah,.West Bountiful city,"5,421"
Utah,.West Haven city,"9,570"
Utah,.West Jordan city,"104,968"
Utah,.West Point city,"9,153"
Utah,.West Valley City city,"125,096"
Utah,.Willard city,"1,774"
Utah,.Woodland Hills city,"1,397"
Utah,.Woodruff town,184
Utah,.Woods Cross city,"8,888"
Vermont,.Albany village,159
Vermont,.Alburg village,503
Vermont,.Barre city,"8,789"
Vermont,.Barton village,719
Vermont,.Bellows Falls village,"2,915"
Vermont,.Burlington city,"38,647"
Vermont,.Cabot village,247
Vermont,.Cambridge village,234
Vermont,.Derby Center village,670
Vermont,.Derby Line village,771
Vermont,.Enosburg Falls village,"1,439"
Vermont,.Essex Junction village,"9,098"
Vermont,.Hyde Park village,558
Vermont,.Jacksonville village,221
Vermont,.Jeffersonville village,580
Vermont,.Johnson village,"1,430"
Vermont,.Ludlow village,"1,024"
Vermont,.Lyndonville village,"1,202"
Vermont,.Manchester village,691
Vermont,.Marshfield village,262
Vermont,.Montpelier city,"7,705"
Vermont,.Morrisville village,"2,119"
Vermont,.Newbury village,430
Vermont,.Newfane village,111
Vermont,.Newport city,"5,125"
Vermont,.North Bennington village,"1,324"
Vermont,.Northfield village,"3,113"
Vermont,.North Troy village,602
Vermont,.North Westminster village,257
Vermont,.Old Bennington village,196
Vermont,.Orleans village,800
Vermont,.Perkinsville village,137
Vermont,.Poultney village,"1,525"
Vermont,.Rutland city,"16,630"
Vermont,.St. Albans city,"7,243"
Vermont,.Saxtons River village,480
Vermont,.South Burlington city,"17,551"
Vermont,.Swanton village,"2,530"
Vermont,.Vergennes city,"2,670"
Vermont,.Waterbury village,"1,762"
Vermont,.Wells River village,338
Vermont,.West Burke village,365
Vermont,.Westminster village,263
Vermont,.Winooski city,"6,261"
Vermont,.Woodstock village,929
Virginia,.Abingdon town,"8,004"
Virginia,.Accomac town,523
Virginia,.Alberta town,285
Virginia,.Alexandria city,"150,006"
Virginia,.Altavista town,"3,336"
Virginia,.Amherst town,"2,203"
Virginia,.Appalachia town,"1,724"
Virginia,.Appomattox town,"1,740"
Virginia,.Arlington CDP,"217,483"
Virginia,.Ashland town,"7,114"
Virginia,.Bedford city,"6,350"
Virginia,.Belle Haven town,458
Virginia,.Berryville town,"3,184"
Virginia,.Big Stone Gap town,"5,643"
Virginia,.Blacksburg town,"42,881"
Virginia,.Blackstone town,"3,565"
Virginia,.Bloxom town,399
Virginia,.Bluefield town,"5,162"
Virginia,.Boones Mill town,291
Virginia,.Bowling Green town,"1,023"
Virginia,.Boyce town,454
Virginia,.Boydton town,454
Virginia,.Boykins town,591
Virginia,.Branchville town,119
Virginia,.Bridgewater town,"5,420"
Virginia,.Bristol city,"17,690"
Virginia,.Broadway town,"3,211"
Virginia,.Brodnax town,285
Virginia,.Brookneal town,"1,239"
Virginia,.Buchanan town,"1,229"
Virginia,.Buena Vista city,"6,222"
Virginia,.Burkeville town,472
Virginia,.Cape Charles town,"1,469"
Virginia,.Capron town,486
Virginia,.Cedar Bluff town,"1,045"
Virginia,.Charlotte Court House town,427
Virginia,.Charlottesville city,"42,218"
Virginia,.Chase City town,"2,294"
Virginia,.Chatham town,"2,233"
Virginia,.Cheriton town,471
Virginia,.Chesapeake city,"222,455"
Virginia,.Chilhowie town,"1,735"
Virginia,.Chincoteague town,"4,316"
Virginia,.Christiansburg town,"19,638"
Virginia,.Claremont town,331
Virginia,.Clarksville town,"1,242"
Virginia,.Cleveland town,142
Virginia,.Clifton town,216
Virginia,.Clifton Forge town,"3,927"
Virginia,.Clinchco town,401
Virginia,.Clinchport town,72
Virginia,.Clintwood town,"1,493"
Virginia,.Coeburn town,"1,979"
Virginia,.Colonial Beach town,"3,801"
Virginia,.Colonial Heights city,"17,823"
Virginia,.Columbia town,56
Virginia,.Courtland town,"1,225"
Virginia,.Covington city,"6,149"
Virginia,.Craigsville town,"1,020"
Virginia,.Crewe town,"2,270"
Virginia,.Culpeper town,"14,044"
Virginia,.Damascus town,"1,066"
Virginia,.Danville city,"44,400"
Virginia,.Dayton town,"1,360"
Virginia,.Dendron town,290
Virginia,.Dillwyn town,426
Virginia,.Drakes Branch town,462
Virginia,.Dublin town,"2,143"
Virginia,.Duffield town,81
Virginia,.Dumfries town,"4,954"
Virginia,.Dungannon town,296
Virginia,.Eastville town,193
Virginia,.Edinburg town,901
Virginia,.Elkton town,"2,639"
Virginia,.Emporia city,"5,635"
Virginia,.Exmore town,"1,352"
Virginia,.Fairfax city,"24,665"
Virginia,.Falls Church city,"11,957"
Virginia,.Farmville town,"7,661"
Virginia,.Fincastle town,355
Virginia,.Floyd town,438
Virginia,.Franklin city,"8,814"
Virginia,.Fredericksburg city,"23,193"
Virginia,.Fries town,542
Virginia,.Front Royal town,"14,573"
Virginia,.Galax city,"6,880"
Virginia,.Gate City town,"2,018"
Virginia,.Glade Spring town,"1,525"
Virginia,.Glasgow town,992
Virginia,.Glen Lyn town,163
Virginia,.Gordonsville town,"1,716"
Virginia,.Goshen town,390
Virginia,.Gretna town,"1,207"
Virginia,.Grottoes town,"2,201"
Virginia,.Grundy town,930
Virginia,.Halifax town,"1,247"
Virginia,.Hallwood town,276
Virginia,.Hamilton town,797
Virginia,.Hampton city,"144,236"
Virginia,.Harrisonburg city,"45,137"
Virginia,.Haymarket town,"1,252"
Virginia,.Haysi town,302
Virginia,.Herndon town,"22,583"
Virginia,.Hillsboro town,120
Virginia,.Hillsville town,"2,622"
Virginia,.Honaker town,"1,469"
Virginia,.Hopewell city,"23,123"
Virginia,.Hurt town,"1,209"
Virginia,.Independence town,881
Virginia,.Iron Gate town,372
Virginia,.Irvington town,628
Virginia,.Ivor town,306
Virginia,.Jarratt town,555
Virginia,.Jonesville town,961
Virginia,.Keller town,164
Virginia,.Kenbridge town,"1,256"
Virginia,.Keysville town,747
Virginia,.Kilmarnock town,"1,271"
Virginia,.La Crosse town,584
Virginia,.Lawrenceville town,"1,330"
Virginia,.Lebanon town,"3,214"
Virginia,.Leesburg town,"40,927"
Virginia,.Lexington city,"6,901"
Virginia,.Louisa town,"1,568"
Virginia,.Lovettsville town,"1,318"
Virginia,.Luray town,"4,802"
Virginia,.Lynchburg city,"73,933"
Virginia,.McKenney town,484
Virginia,.Madison town,213
Virginia,.Manassas city,"36,514"
Virginia,.Manassas Park city,"12,042"
Virginia,.Marion town,"5,926"
Virginia,.Martinsville city,"14,635"
Virginia,.Melfa town,425
Virginia,.Middleburg town,976
Virginia,.Middletown town,"1,152"
Virginia,.Mineral town,478
Virginia,.Monterey town,138
Virginia,.Montross town,301
Virginia,.Mount Crawford town,302
Virginia,.Mount Jackson town,"2,016"
Virginia,.Narrows town,"2,149"
Virginia,.Nassawadox town,594
Virginia,.New Castle town,165
Virginia,.New Market town,"1,858"
Virginia,.Newport News city,"193,172"
Virginia,.Newsoms town,275
Virginia,.Nickelsville town,420
Virginia,.Norfolk city,"233,333"
Virginia,.Norton city,"3,713"
Virginia,.Occoquan town,834
Virginia,.Onancock town,"1,386"
Virginia,.Onley town,472
Virginia,.Orange town,"4,674"
Virginia,.Painter town,234
Virginia,.Pamplin City town,196
Virginia,.Parksley town,790
Virginia,.Pearisburg town,"2,761"
Virginia,.Pembroke town,"1,169"
Virginia,.Pennington Gap town,"1,761"
Virginia,.Petersburg city,"32,986"
Virginia,.Phenix town,181
Virginia,.Pocahontas town,418
Virginia,.Poquoson city,"11,794"
Virginia,.Port Royal town,168
Virginia,.Portsmouth city,"99,321"
Virginia,.Pound town,"1,073"
Virginia,.Pulaski town,"8,937"
Virginia,.Purcellville town,"5,309"
Virginia,.Quantico town,"4,516"
Virginia,.Radford city,"16,184"
Virginia,.Remington town,685
Virginia,.Rich Creek town,681
Virginia,.Richlands town,"5,645"
Virginia,.Richmond city,"204,451"
Virginia,.Ridgeway town,773
Virginia,.Roanoke city,"94,482"
Virginia,.Rocky Mount town,"4,525"
Virginia,.Round Hill town,759
Virginia,.Rural Retreat town,"1,342"
Virginia,.St. Charles town,147
Virginia,.St. Paul town,974
Virginia,.Salem city,"25,462"
Virginia,.Saltville town,"2,185"
Virginia,.Saxis town,321
Virginia,.Scottsburg town,142
Virginia,.Scottsville town,578
Virginia,.Shenandoah town,"2,272"
Virginia,.Smithfield town,"7,070"
Virginia,.South Boston town,"7,805"
Virginia,.South Hill town,"4,515"
Virginia,.Stanardsville town,508
Virginia,.Stanley town,"1,556"
Virginia,.Staunton city,"23,886"
Virginia,.Stephens City town,"1,503"
Virginia,.Stony Creek town,183
Virginia,.Strasburg town,"4,380"
Virginia,.Stuart town,"1,413"
Virginia,.Suffolk city,"83,659"
Virginia,.Surry town,249
Virginia,.Tangier town,654
Virginia,.Tappahannock town,"2,204"
Virginia,.Tazewell town,"4,282"
Virginia,.The Plains town,302
Virginia,.Timberville town,"2,015"
Virginia,.Toms Brook town,264
Virginia,.Troutdale town,179
Virginia,.Troutville town,424
Virginia,.Urbanna town,543
Virginia,.Victoria town,"1,698"
Virginia,.Vienna town,"15,215"
Virginia,.Vinton town,"7,814"
Virginia,.Virgilina town,146
Virginia,.Virginia Beach city,"433,575"
Virginia,.Wachapreague town,222
Virginia,.Wakefield town,955
Virginia,.Warrenton town,"9,059"
Virginia,.Warsaw town,"1,321"
Virginia,.Washington town,169
Virginia,.Waverly town,"2,136"
Virginia,.Waynesboro city,"22,241"
Virginia,.Weber City town,"1,310"
Virginia,.West Point town,"3,156"
Virginia,.White Stone town,329
Virginia,.Williamsburg city,"12,729"
Virginia,.Winchester city,"26,322"
Virginia,.Windsor town,"2,534"
Virginia,.Wise town,"3,228"
Virginia,.Woodstock town,"4,295"
Virginia,.Wytheville town,"8,225"
Washington,.Aberdeen city,"16,008"
Washington,.Airway Heights city,"5,523"
Washington,.Albion town,582
Washington,.Algona city,"2,810"
Washington,.Almira town,288
Washington,.Anacortes city,"16,933"
Washington,.Arlington city,"17,236"
Washington,.Asotin city,"1,129"
Washington,.Auburn city,"63,477"
Washington,.Bainbridge Island city,"21,981"
Washington,.Battle Ground city,"17,346"
Washington,.Beaux Arts Village town,304
Washington,.Bellevue city,"126,626"
Washington,.Bellingham city,"80,055"
Washington,.Benton City city,"3,013"
Washington,.Bingen city,678
Washington,.Black Diamond city,"4,091"
Washington,.Blaine city,"5,062"
Washington,.Bonney Lake city,"17,168"
Washington,.Bothell city,"32,939"
Washington,.Bremerton city,"35,191"
Washington,.Brewster city,"2,141"
Washington,.Bridgeport city,"2,022"
Washington,.Brier city,"6,410"
Washington,.Buckley city,"4,509"
Washington,.Bucoda town,643
Washington,.Burien city,"31,920"
Washington,.Burlington city,"8,704"
Washington,.Camas city,"18,263"
Washington,.Carbonado town,610
Washington,.Carnation city,"1,844"
Washington,.Cashmere city,"2,955"
Washington,.Castle Rock city,"2,121"
Washington,.Cathlamet town,600
Washington,.Centralia city,"15,699"
Washington,.Chehalis city,"7,396"
Washington,.Chelan city,"4,107"
Washington,.Cheney city,"10,842"
Washington,.Chewelah city,"2,309"
Washington,.Clarkston city,"7,174"
Washington,.Cle Elum city,"1,925"
Washington,.Clyde Hill city,"2,785"
Washington,.Colfax city,"2,817"
Washington,.College Place city,"9,085"
Washington,.Colton town,402
Washington,.Colville city,"4,914"
Washington,.Conconully town,197
Washington,.Concrete town,866
Washington,.Connell city,"3,446"
Washington,.Cosmopolis city,"1,658"
Washington,.Coulee City town,647
Washington,.Coulee Dam town,"1,050"
Washington,.Coupeville town,"1,869"
Washington,.Covington city,"18,492"
Washington,.Creston town,224
Washington,.Cusick town,220
Washington,.Darrington town,"1,354"
Washington,.Davenport city,"1,684"
Washington,.Dayton city,"2,644"
Washington,.Deer Park city,"3,549"
Washington,.Des Moines city,"29,258"
Washington,.DuPont city,"7,318"
Washington,.Duvall city,"6,197"
Washington,.East Wenatchee city,"12,569"
Washington,.Eatonville town,"2,563"
Washington,.Edgewood city,"9,841"
Washington,.Edmonds city,"40,773"
Washington,.Electric City city,"1,011"
Washington,.Ellensburg city,"17,409"
Washington,.Elma city,"3,113"
Washington,.Elmer City town,252
Washington,.Endicott town,320
Washington,.Entiat city,"1,082"
Washington,.Enumclaw city,"10,845"
Washington,.Ephrata city,"7,569"
Washington,.Everett city,"99,385"
Washington,.Everson city,"2,240"
Washington,.Fairfield town,582
Washington,.Farmington town,143
Washington,.Federal Way city,"85,827"
Washington,.Ferndale city,"11,681"
Washington,.Fife city,"8,169"
Washington,.Fircrest city,"6,278"
Washington,.Forks city,"3,349"
Washington,.Friday Harbor town,"2,152"
Washington,.Garfield town,630
Washington,.George city,593
Washington,.Gig Harbor city,"7,240"
Washington,.Gold Bar city,"2,114"
Washington,.Goldendale city,"3,742"
Washington,.Grand Coulee city,951
Washington,.Grandview city,"9,533"
Washington,.Granger city,"3,109"
Washington,.Granite Falls city,"3,200"
Washington,.Hamilton town,352
Washington,.Harrah town,513
Washington,.Harrington city,403
Washington,.Hartline town,146
Washington,.Hatton town,101
Washington,.Hoquiam city,"8,804"
Washington,.Hunts Point town,485
Washington,.Ilwaco city,993
Washington,.Index town,169
Washington,.Ione town,498
Washington,.Issaquah city,"24,930"
Washington,.Kahlotus city,250
Washington,.Kalama city,"2,256"
Washington,.Kelso city,"12,150"
Washington,.Kenmore city,"20,782"
Washington,.Kennewick city,"67,814"
Washington,.Kent city,"85,530"
Washington,.Kettle Falls city,"1,422"
Washington,.Kirkland city,"48,499"
Washington,.Kittitas city,"1,130"
Washington,.Krupp town,63
Washington,.La Center city,"2,575"
Washington,.Lacey city,"42,046"
Washington,.La Conner town,763
Washington,.LaCrosse town,355
Washington,.Lake Forest Park city,"12,614"
Washington,.Lake Stevens city,"14,511"
Washington,.Lakewood city,"57,710"
Washington,.Lamont town,100
Washington,.Langley city,"1,086"
Washington,.Latah town,151
Washington,.Leavenworth city,"2,347"
Washington,.Liberty Lake city,"7,687"
Washington,.Lind town,592
Washington,.Long Beach city,"1,365"
Washington,.Longview city,"36,483"
Washington,.Lyman town,427
Washington,.Lynden city,"12,125"
Washington,.Lynnwood city,"34,017"
Washington,.Mabton city,"2,201"
Washington,.McCleary city,"1,621"
Washington,.Malden town,201
Washington,.Mansfield town,348
Washington,.Maple Valley city,"21,020"
Washington,.Marcus town,161
Washington,.Marysville city,"35,266"
Washington,.Mattawa town,"3,199"
Washington,.Medical Lake city,"4,835"
Washington,.Medina city,"3,207"
Washington,.Mercer Island city,"24,530"
Washington,.Mesa city,471
Washington,.Metaline town,168
Washington,.Metaline Falls town,230
Washington,.Mill Creek city,"17,370"
Washington,.Millwood town,"1,619"
Washington,.Milton city,"6,076"
Washington,.Monroe city,"17,286"
Washington,.Montesano city,"3,622"
Washington,.Morton city,"1,083"
Washington,.Moses Lake city,"20,086"
Washington,.Mossyrock city,712
Washington,.Mountlake Terrace city,"20,078"
Washington,.Mount Vernon city,"32,139"
Washington,.Moxee city,"2,443"
Washington,.Mukilteo city,"20,938"
Washington,.Naches town,772
Washington,.Napavine city,"1,911"
Washington,.Nespelem town,203
Washington,.Newcastle city,"10,026"
Washington,.Newport city,"2,105"
Washington,.Nooksack city,"1,113"
Washington,.Normandy Park city,"6,364"
Washington,.North Bend city,"4,707"
Washington,.North Bonneville city,952
Washington,.Northport town,333
Washington,.Oakesdale town,398
Washington,.Oak Harbor city,"22,638"
Washington,.Oakville city,730
Washington,.Ocean Shores city,"5,126"
Washington,.Odessa town,903
Washington,.Okanogan city,"2,393"
Washington,.Olympia city,"46,100"
Washington,.Omak city,"4,754"
Washington,.Oroville city,"1,671"
Washington,.Orting city,"6,319"
Washington,.Othello city,"6,734"
Washington,.Pacific city,"6,019"
Washington,.Palouse city,952
Washington,.Pasco city,"58,647"
Washington,.Pateros city,623
Washington,.Pe Ell town,675
Washington,.Pomeroy city,"1,299"
Washington,.Port Angeles city,"18,912"
Washington,.Port Orchard city,"8,017"
Washington,.Port Townsend city,"9,136"
Washington,.Poulsbo city,"8,284"
Washington,.Prescott city,327
Washington,.Prosser city,"5,282"
Washington,.Pullman city,"27,619"
Washington,.Puyallup city,"37,743"
Washington,.Quincy city,"6,157"
Washington,.Rainier city,"1,695"
Washington,.Raymond city,"2,852"
Washington,.Reardan town,590
Washington,.Redmond city,"52,406"
Washington,.Renton city,"62,002"
Washington,.Republic city,958
Washington,.Richland city,"47,527"
Washington,.Ridgefield city,"4,407"
Washington,.Ritzville city,"1,762"
Washington,.Riverside town,331
Washington,.Rockford town,512
Washington,.Rock Island city,853
Washington,.Rosalia town,599
Washington,.Roslyn city,996
Washington,.Roy city,695
Washington,.Royal City city,"2,024"
Washington,.Ruston town,748
Washington,.St. John town,526
Washington,.Sammamish city,"42,336"
Washington,.SeaTac city,"26,629"
Washington,.Seattle city,"616,627"
Washington,.Sedro-Woolley city,"11,024"
Washington,.Selah city,"7,285"
Washington,.Sequim city,"5,840"
Washington,.Shelton city,"9,254"
Washington,.Shoreline city,"52,775"
Washington,.Skykomish town,208
Washington,.Snohomish city,"9,220"
Washington,.Snoqualmie city,"8,692"
Washington,.Soap Lake city,"1,870"
Washington,.South Bend city,"1,807"
Washington,.South Cle Elum town,576
Washington,.South Prairie town,467
Washington,.Spangle city,240
Washington,.Spokane city,"203,268"
Washington,.Spokane Valley city,"87,375"
Washington,.Sprague city,472
Washington,.Springdale town,279
Washington,.Stanwood city,"5,402"
Washington,.Starbuck town,127
Washington,.Steilacoom town,"6,127"
Washington,.Stevenson city,"1,398"
Washington,.Sultan city,"4,288"
Washington,.Sumas city,"1,265"
Washington,.Sumner city,"9,840"
Washington,.Sunnyside city,"15,238"
Washington,.Tacoma city,"199,638"
Washington,.Tekoa city,776
Washington,.Tenino city,"1,654"
Washington,.Tieton town,"1,178"
Washington,.Toledo city,688
Washington,.Tonasket city,949
Washington,.Toppenish city,"9,256"
Washington,.Tukwila city,"17,371"
Washington,.Tumwater city,"16,265"
Washington,.Twisp town,906
Washington,.Union Gap city,"5,784"
Washington,.Uniontown town,326
Washington,.University Place city,"30,685"
Washington,.Vader city,615
Washington,.Vancouver city,"165,742"
Washington,.Waitsburg city,"1,262"
Washington,.Walla Walla city,"31,286"
Washington,.Wapato city,"4,585"
Washington,.Warden city,"2,649"
Washington,.Washougal city,"13,802"
Washington,.Washtucna town,269
Washington,.Waterville town,"1,147"
Washington,.Waverly town,117
Washington,.Wenatchee city,"30,229"
Washington,.Westport city,"2,622"
Washington,.West Richland city,"11,520"
Washington,.White Salmon city,"2,408"
Washington,.Wilbur town,866
Washington,.Wilkeson town,425
Washington,.Wilson Creek town,249
Washington,.Winlock city,"1,235"
Washington,.Winthrop town,393
Washington,.Woodinville city,"11,416"
Washington,.Woodland city,"5,332"
Washington,.Woodway city,"1,144"
Washington,.Yacolt town,"1,472"
Washington,.Yakima city,"85,832"
Washington,.Yarrow Point town,960
Washington,.Yelm city,"6,242"
Washington,.Zillah city,"2,791"
W Virginia,.Addison (Webster Springs) town,746
W Virginia,.Albright town,252
W Virginia,.Alderson town,"1,064"
W Virginia,.Anawalt town,228
W Virginia,.Anmoore town,767
W Virginia,.Ansted town,"1,571"
W Virginia,.Athens town,"1,181"
W Virginia,.Auburn town,101
W Virginia,.Bancroft town,375
W Virginia,.Barboursville village,"3,559"
W Virginia,.Barrackville town,"1,292"
W Virginia,.Bath (Berkeley Springs) town,692
W Virginia,.Bayard town,281
W Virginia,.Beckley city,"16,758"
W Virginia,.Beech Bottom village,564
W Virginia,.Belington town,"1,810"
W Virginia,.Belle town,"1,155"
W Virginia,.Belmont city,967
W Virginia,.Benwood city,"1,415"
W Virginia,.Bethany town,967
W Virginia,.Bethlehem village,"2,478"
W Virginia,.Beverly town,645
W Virginia,.Blacksville town,179
W Virginia,.Bluefield city,"11,069"
W Virginia,.Bolivar town,"1,074"
W Virginia,.Bradshaw town,244
W Virginia,.Bramwell town,414
W Virginia,.Brandonville town,107
W Virginia,.Bridgeport city,"7,936"
W Virginia,.Bruceton Mills town,74
W Virginia,.Buckhannon city,"5,531"
W Virginia,.Buffalo town,"1,214"
W Virginia,.Burnsville town,456
W Virginia,.Cairo town,259
W Virginia,.Camden-on-Gauley town,149
W Virginia,.Cameron city,"1,068"
W Virginia,.Capon Bridge town,281
W Virginia,.Carpendale town,911
W Virginia,.Cedar Grove town,808
W Virginia,.Ceredo city,"1,591"
W Virginia,.Chapmanville town,"1,110"
W Virginia,.Charleston city,"50,268"
W Virginia,.Charles Town city,"4,865"
W Virginia,.Chesapeake town,"1,547"
W Virginia,.Chester city,"2,312"
W Virginia,.Clarksburg city,"16,406"
W Virginia,.Clay town,555
W Virginia,.Clearview village,545
W Virginia,.Clendenin town,"1,052"
W Virginia,.Cowen town,489
W Virginia,.Danville town,550
W Virginia,.Davis town,578
W Virginia,.Davy town,333
W Virginia,.Delbarton town,462
W Virginia,.Dunbar city,"7,637"
W Virginia,.Durbin town,237
W Virginia,.East Bank town,894
W Virginia,.Eleanor town,"1,537"
W Virginia,.Elizabeth town,899
W Virginia,.Elk Garden town,208
W Virginia,.Elkins city,"6,999"
W Virginia,.Ellenboro town,357
W Virginia,.Fairmont city,"19,031"
W Virginia,.Fairview town,447
W Virginia,.Falling Spring town,199
W Virginia,.Farmington town,388
W Virginia,.Fayetteville town,"2,677"
W Virginia,.Flatwoods town,344
W Virginia,.Flemington town,289
W Virginia,.Follansbee city,"2,838"
W Virginia,.Fort Gay town,801
W Virginia,.Franklin town,765
W Virginia,.Friendly town,141
W Virginia,.Gary city,733
W Virginia,.Gassaway town,854
W Virginia,.Gauley Bridge town,683
W Virginia,.Gilbert town,388
W Virginia,.Glasgow town,734
W Virginia,.Glen Dale city,"1,381"
W Virginia,.Glenville town,"1,440"
W Virginia,.Grafton city,"5,381"
W Virginia,.Grantsville town,524
W Virginia,.Grant Town town,638
W Virginia,.Granville town,834
W Virginia,.Hambleton town,241
W Virginia,.Hamlin town,"1,080"
W Virginia,.Handley town,342
W Virginia,.Harman town,124
W Virginia,.Harpers Ferry town,313
W Virginia,.Harrisville town,"1,800"
W Virginia,.Hartford City town,517
W Virginia,.Hedgesville town,232
W Virginia,.Henderson town,308
W Virginia,.Hendricks town,317
W Virginia,.Hillsboro town,223
W Virginia,.Hinton city,"2,533"
W Virginia,.Hundred town,320
W Virginia,.Huntington city,"49,129"
W Virginia,.Hurricane city,"6,272"
W Virginia,.Huttonsville town,215
W Virginia,.Iaeger town,288
W Virginia,.Jane Lew town,412
W Virginia,.Junior town,447
W Virginia,.Kenova city,"3,266"
W Virginia,.Kermit town,237
W Virginia,.Keyser city,"5,267"
W Virginia,.Keystone city,358
W Virginia,.Kimball town,330
W Virginia,.Kingwood city,"3,045"
W Virginia,.Leon town,125
W Virginia,.Lester town,314
W Virginia,.Lewisburg city,"3,497"
W Virginia,.Logan city,"1,488"
W Virginia,.Lost Creek town,501
W Virginia,.Lumberport town,966
W Virginia,.Mabscott town,"1,333"
W Virginia,.McMechen city,"1,707"
W Virginia,.Madison city,"2,584"
W Virginia,.Man town,687
W Virginia,.Mannington city,"2,086"
W Virginia,.Marlinton town,"1,190"
W Virginia,.Marmet city,"1,609"
W Virginia,.Martinsburg city,"17,112"
W Virginia,.Mason town,"1,040"
W Virginia,.Masontown town,651
W Virginia,.Matewan town,475
W Virginia,.Matoaka town,304
W Virginia,.Meadow Bridge town,305
W Virginia,.Middlebourne town,796
W Virginia,.Mill Creek town,644
W Virginia,.Milton town,"2,425"
W Virginia,.Mitchell Heights town,271
W Virginia,.Monongah town,960
W Virginia,.Montgomery city,"1,912"
W Virginia,.Montrose town,156
W Virginia,.Moorefield town,"2,458"
W Virginia,.Morgantown city,"30,333"
W Virginia,.Moundsville city,"9,055"
W Virginia,.Mount Hope city,"1,364"
W Virginia,.Mullens city,"1,550"
W Virginia,.Newburg town,360
W Virginia,.New Cumberland city,981
W Virginia,.New Haven town,"1,510"
W Virginia,.New Martinsville city,"5,540"
W Virginia,.Nitro city,"6,735"
W Virginia,.Northfork town,411
W Virginia,.North Hills town,857
W Virginia,.Nutter Fort town,"1,625"
W Virginia,.Oak Hill city,"7,151"
W Virginia,.Oakvale town,140
W Virginia,.Oceana town,"1,392"
W Virginia,.Paden City city,"2,560"
W Virginia,.Parkersburg city,"31,629"
W Virginia,.Parsons city,"1,364"
W Virginia,.Paw Paw town,487
W Virginia,.Pax town,164
W Virginia,.Pennsboro city,"1,141"
W Virginia,.Petersburg city,"2,742"
W Virginia,.Peterstown town,496
W Virginia,.Philippi city,"2,793"
W Virginia,.Piedmont town,926
W Virginia,.Pine Grove town,516
W Virginia,.Pineville town,644
W Virginia,.Pleasant Valley city,"3,134"
W Virginia,.Poca town,"1,027"
W Virginia,.Point Pleasant city,"4,394"
W Virginia,.Pratt town,533
W Virginia,.Princeton city,"6,259"
W Virginia,.Pullman town,169
W Virginia,.Quinwood town,407
W Virginia,.Rainelle town,"1,461"
W Virginia,.Ranson corporation,"4,844"
W Virginia,.Ravenswood city,"3,904"
W Virginia,.Reedsville town,534
W Virginia,.Reedy town,179
W Virginia,.Rhodell town,227
W Virginia,.Richwood city,"2,300"
W Virginia,.Ridgeley town,688
W Virginia,.Ripley city,"3,214"
W Virginia,.Rivesville town,906
W Virginia,.Romney city,"1,907"
W Virginia,.Ronceverte city,"1,501"
W Virginia,.Rowlesburg town,611
W Virginia,.Rupert town,916
W Virginia,.St. Albans city,"10,984"
W Virginia,.St. Marys city,"1,906"
W Virginia,.Salem city,"2,047"
W Virginia,.Sand Fork town,168
W Virginia,.Shepherdstown town,"1,157"
W Virginia,.Shinnston city,"2,240"
W Virginia,.Sistersville city,"1,385"
W Virginia,.Smithers city,836
W Virginia,.Smithfield town,160
W Virginia,.Sophia town,"1,224"
W Virginia,.South Charleston city,"12,574"
W Virginia,.Spencer city,"2,103"
W Virginia,.Star City town,"1,695"
W Virginia,.Stonewood city,"1,856"
W Virginia,.Summersville town,"3,294"
W Virginia,.Sutton town,960
W Virginia,.Sylvester town,446
W Virginia,.Terra Alta town,"1,506"
W Virginia,.Thomas city,546
W Virginia,.Thurmond town,7
W Virginia,.Triadelphia town,800
W Virginia,.Tunnelton town,347
W Virginia,.Union town,556
W Virginia,.Valley Grove village,394
W Virginia,.Vienna city,"10,558"
W Virginia,.War city,657
W Virginia,.Wardensville town,256
W Virginia,.Wayne town,"1,152"
W Virginia,.Weirton city,"18,574"
W Virginia,.Welch city,"2,180"
W Virginia,.Wellsburg city,"2,571"
W Virginia,.West Hamlin town,678
W Virginia,.West Liberty town,"1,231"
W Virginia,.West Logan town,386
W Virginia,.West Milford town,651
W Virginia,.Weston city,"4,289"
W Virginia,.Westover city,"4,145"
W Virginia,.West Union town,775
W Virginia,.Wheeling city,"28,805"
W Virginia,.White Hall town,610
W Virginia,.White Sulphur Springs city,"2,263"
W Virginia,.Whitesville town,496
W Virginia,.Williamson city,"3,022"
