State,Town,7_2009
Indiana,.Farmersburg town,"1,168"
Indiana,.Farmland town,"1,333"
Indiana,.Ferdinand town,"2,327"
Indiana,.Fillmore town,543
Indiana,.Fishers town,"71,052"
Indiana,.Flora town,"2,070"
Indiana,.Fort Branch town,"2,544"
Indiana,.Fortville town,"3,863"
Indiana,.Fort Wayne city,"255,890"
Indiana,.Fountain City town,702
Indiana,.Fowler town,"2,156"
Indiana,.Fowlerton town,278
Indiana,.Francesville town,847
Indiana,.Francisco town,528
Indiana,.Frankfort city,"16,502"
Indiana,.Franklin city,"23,595"
Indiana,.Frankton town,"1,888"
Indiana,.Fredericksburg town,91
Indiana,.Fremont town,"1,618"
Indiana,.French Lick town,"1,910"
Indiana,.Fulton town,315
Indiana,.Galveston town,"1,406"
Indiana,.Garrett city,"5,708"
Indiana,.Gary city,"95,707"
Indiana,.Gas City city,"5,666"
Indiana,.Gaston town,950
Indiana,.Geneva town,"1,313"
Indiana,.Gentryville town,241
Indiana,.Georgetown town,"3,246"
Indiana,.Glenwood town,293
Indiana,.Goodland town,979
Indiana,.Goshen city,"32,425"
Indiana,.Gosport town,719
Indiana,.Grabill town,"1,164"
Indiana,.Grandview town,658
Indiana,.Greencastle city,"10,047"
Indiana,.Greendale city,"4,400"
Indiana,.Greenfield city,"19,393"
Indiana,.Greensboro town,136
Indiana,.Greensburg city,"10,872"
Indiana,.Greens Fork town,338
Indiana,.Greentown town,"2,548"
Indiana,.Greenville town,633
Indiana,.Greenwood city,"48,320"
Indiana,.Griffin town,151
Indiana,.Griffith town,"16,291"
Indiana,.Hagerstown town,"1,626"
Indiana,.Hamilton town,"1,488"
Indiana,.Hamlet town,783
Indiana,.Hammond city,"76,545"
Indiana,.Hanover town,"3,790"
Indiana,.Hardinsburg town,242
Indiana,.Harmony town,613
Indiana,.Hartford City city,"6,313"
Indiana,.Hartsville town,386
Indiana,.Haubstadt town,"1,483"
Indiana,.Hazleton town,283
Indiana,.Hebron town,"3,725"
Indiana,.Highland town,"22,594"
Indiana,.Hillsboro town,460
Indiana,.Hobart city,"27,793"
Indiana,.Holland town,690
Indiana,.Holton town,398
Indiana,.Homecroft town,749
Indiana,.Hope town,"2,305"
Indiana,.Hudson town,568
Indiana,.Huntertown town,"2,369"
Indiana,.Huntingburg city,"6,065"
Indiana,.Huntington city,"16,828"
Indiana,.Hymera town,795
Indiana,.Indianapolis city (balance),"807,584"
Indiana,.Indian Village town,139
Indiana,.Ingalls town,"1,789"
Indiana,.Jamestown town,"1,014"
Indiana,.Jasonville city,"2,429"
Indiana,.Jasper city,"14,140"
Indiana,.Jeffersonville city,"32,981"
Indiana,.Jonesboro city,"1,742"
Indiana,.Jonesville town,234
Indiana,.Kempton town,696
Indiana,.Kendallville city,"10,561"
Indiana,.Kennard town,424
Indiana,.Kentland town,"1,639"
Indiana,.Kewanna town,596
Indiana,.Kingman town,512
Indiana,.Kingsbury town,231
Indiana,.Kingsford Heights town,"1,410"
Indiana,.Kirklin town,779
Indiana,.Knightstown town,"1,995"
Indiana,.Knightsville town,656
Indiana,.Knox city,"3,796"
Indiana,.Kokomo city,"45,396"
Indiana,.Kouts town,"1,871"
Indiana,.Laconia town,30
Indiana,.La Crosse town,548
Indiana,.Ladoga town,"1,065"
Indiana,.Lafayette city,"65,704"
Indiana,.La Fontaine town,822
Indiana,.Lagrange town,"2,927"
Indiana,.Lagro town,416
Indiana,.Lake Station city,"13,271"
Indiana,.Lakeville town,554
Indiana,.Lanesville town,632
Indiana,.La Paz town,477
Indiana,.Lapel town,"1,854"
Indiana,.La Porte city,"21,241"
Indiana,.Larwill town,279
Indiana,.Laurel town,570
Indiana,.Lawrence city,"44,107"
Indiana,.Lawrenceburg city,"4,828"
Indiana,.Leavenworth town,338
Indiana,.Lebanon city,"15,706"
Indiana,.Leesburg town,597
Indiana,.Leo-Cedarville town,"2,949"
Indiana,.Lewisville town,347
Indiana,.Liberty town,"1,878"
Indiana,.Ligonier city,"4,561"
Indiana,.Linden town,708
Indiana,.Linton city,"5,673"
Indiana,.Little York town,184
Indiana,.Livonia town,112
Indiana,.Lizton town,366
Indiana,.Logansport city,"18,586"
Indiana,.Long Beach town,"1,555"
Indiana,.Loogootee city,"2,581"
Indiana,.Losantville town,257
Indiana,.Lowell town,"8,474"
Indiana,.Lynn town,"1,045"
Indiana,.Lynnville town,829
Indiana,.Lyons town,730
Indiana,.McCordsville town,"1,319"
Indiana,.Mackey town,137
Indiana,.Macy town,226
Indiana,.Madison city,"12,882"
Indiana,.Marengo town,808
Indiana,.Marion city,"30,418"
Indiana,.Markle town,"1,084"
Indiana,.Markleville town,383
Indiana,.Marshall town,341
Indiana,.Martinsville city,"12,000"
Indiana,.Matthews town,536
Indiana,.Mauckport town,82
Indiana,.Mecca town,342
Indiana,.Medaryville town,535
Indiana,.Medora town,540
Indiana,.Mellott town,203
Indiana,.Mentone town,935
Indiana,.Meridian Hills town,"1,765"
Indiana,.Merom town,284
Indiana,.Merrillville town,"33,416"
Indiana,.Michiana Shores town,333
Indiana,.Michigan City city,"32,410"
Indiana,.Michigantown town,407
Indiana,.Middlebury town,"3,216"
Indiana,.Middletown town,"2,333"
Indiana,.Milan town,"1,762"
Indiana,.Milford town,"1,514"
Indiana,.Millersburg town,916
Indiana,.Millhousen town,130
Indiana,.Milltown town,899
Indiana,.Milton town,589
Indiana,.Mishawaka city,"50,126"
Indiana,.Mitchell city,"4,563"
Indiana,.Modoc town,204
Indiana,.Monon town,"1,569"
Indiana,.Monroe town,768
Indiana,.Monroe City town,520
Indiana,.Monroeville town,"1,288"
Indiana,.Monrovia town,692
Indiana,.Monterey town,225
Indiana,.Montezuma town,"1,078"
Indiana,.Montgomery town,379
Indiana,.Monticello city,"5,192"
Indiana,.Montpelier city,"1,759"
Indiana,.Mooreland town,391
Indiana,.Moores Hill town,659
Indiana,.Mooresville town,"11,679"
Indiana,.Morgantown town,961
Indiana,.Morocco town,"1,098"
Indiana,.Morristown town,"1,352"
Indiana,.Mount Auburn town,72
Indiana,.Mount Ayr town,130
Indiana,.Mount Carmel town,105
Indiana,.Mount Etna town,104
Indiana,.Mount Summit town,297
Indiana,.Mount Vernon city,"6,945"
Indiana,.Mulberry town,"1,462"
Indiana,.Muncie city,"67,791"
Indiana,.Munster town,"22,054"
Indiana,.Napoleon town,229
Indiana,.Nappanee city,"7,178"
Indiana,.Nashville town,769
Indiana,.New Albany city,"37,517"
Indiana,.New Amsterdam town,1
Indiana,.Newberry town,200
Indiana,.Newburgh town,"3,377"
Indiana,.New Carlisle town,"1,736"
Indiana,.New Castle city,"18,140"
Indiana,.New Chicago town,"1,994"
Indiana,.New Harmony town,862
Indiana,.New Haven city,"13,812"
Indiana,.New Market town,642
Indiana,.New Middletown town,79
Indiana,.New Palestine town,"2,098"
Indiana,.New Pekin town,"1,334"
Indiana,.New Point town,278
Indiana,.Newport town,542
Indiana,.New Richmond town,337
Indiana,.New Ross town,323
Indiana,.Newtown town,154
Indiana,.New Whiteland town,"5,866"
Indiana,.Noblesville city,"42,935"
Indiana,.North Crows Nest town,44
Indiana,.North Judson town,"1,865"
Indiana,.North Liberty town,"1,405"
Indiana,.North Manchester town,"5,798"
Indiana,.North Salem town,648
Indiana,.North Vernon city,"6,279"
Indiana,.North Webster town,"1,035"
Indiana,.Oakland City city,"2,513"
Indiana,.Oaktown town,594
Indiana,.Odon town,"1,408"
Indiana,.Ogden Dunes town,"1,283"
Indiana,.Oldenburg town,636
Indiana,.Onward town,80
Indiana,.Oolitic town,"1,114"
Indiana,.Orestes town,331
Indiana,.Orland town,321
Indiana,.Orleans town,"2,364"
Indiana,.Osceola town,"1,789"
Indiana,.Osgood town,"1,616"
Indiana,.Ossian town,"2,843"
Indiana,.Otterbein town,"1,219"
Indiana,.Owensville town,"1,286"
Indiana,.Oxford town,"1,150"
Indiana,.Palmyra town,734
Indiana,.Paoli town,"3,872"
Indiana,.Paragon town,639
Indiana,.Parker City town,"1,316"
Indiana,.Patoka town,767
Indiana,.Patriot town,188
Indiana,.Pendleton town,"5,610"
Indiana,.Pennville town,705
Indiana,.Perrysville town,488
Indiana,.Peru city,"12,217"
Indiana,.Petersburg city,"2,380"
Indiana,.Pierceton town,674
Indiana,.Pine Village town,240
Indiana,.Pittsboro town,"2,632"
Indiana,.Plainfield town,"28,527"
Indiana,.Plainville town,523
Indiana,.Plymouth city,"11,128"
Indiana,.Poneto town,228
Indiana,.Portage city,"37,322"
Indiana,.Porter town,"5,410"
Indiana,.Portland city,"6,061"
Indiana,.Poseyville town,"1,096"
Indiana,.Pottawattamie Park town,297
Indiana,.Princes Lakes town,"1,626"
Indiana,.Princeton city,"8,427"
Indiana,.Redkey town,"1,376"
Indiana,.Remington town,"1,255"
Indiana,.Rensselaer city,"6,333"
Indiana,.Reynolds town,497
Indiana,.Richland town,446
Indiana,.Richmond city,"36,569"
Indiana,.Ridgeville town,778
Indiana,.Riley town,155
Indiana,.Rising Sun city,"2,408"
Indiana,.River Forest town,27
Indiana,.Roachdale town,936
Indiana,.Roann town,381
Indiana,.Roanoke town,"1,489"
Indiana,.Rochester city,"6,431"
Indiana,.Rockport city,"2,032"
Indiana,.Rockville town,"2,561"
Indiana,.Rocky Ripple town,715
Indiana,.Rome City town,"1,712"
Indiana,.Rosedale town,709
Indiana,.Roseland town,616
Indiana,.Rossville town,"1,544"
Indiana,.Royal Center town,792
Indiana,.Rushville city,"6,014"
Indiana,.Russellville town,333
Indiana,.Russiaville town,"1,155"
Indiana,.St. Joe town,465
Indiana,.St. John town,"13,244"
Indiana,.St. Leon town,542
Indiana,.St. Paul town,995
Indiana,.Salamonia town,148
Indiana,.Salem city,"6,463"
Indiana,.Saltillo town,108
Indiana,.Sandborn town,422
Indiana,.Santa Claus town,"2,303"
Indiana,.Saratoga town,266
Indiana,.Schererville town,"28,809"
Indiana,.Schneider town,509
Indiana,.Scottsburg city,"5,932"
Indiana,.Seelyville town,"1,177"
Indiana,.Sellersburg town,"6,451"
Indiana,.Selma town,842
Indiana,.Seymour city,"19,320"
Indiana,.Shadeland town,"1,855"
Indiana,.Shamrock Lakes town,152
Indiana,.Sharpsville town,606
Indiana,.Shelburn town,"1,237"
Indiana,.Shelbyville city,"18,668"
Indiana,.Sheridan town,"3,250"
Indiana,.Shipshewana town,529
Indiana,.Shirley town,856
Indiana,.Shoals town,783
Indiana,.Sidney town,154
Indiana,.Silver Lake town,973
Indiana,.Somerville town,304
Indiana,.South Bend city,"104,215"
Indiana,.Southport city,"1,779"
Indiana,.South Whitley town,"1,846"
Indiana,.Speedway town,"12,735"
Indiana,.Spencer town,"2,458"
Indiana,.Spiceland town,865
Indiana,.Spring Grove town,367
Indiana,.Spring Hill town,100
Indiana,.Spring Lake town,280
Indiana,.Springport town,157
Indiana,.Spurgeon town,207
Indiana,.State Line City town,134
Indiana,.Staunton town,545
Indiana,.Stilesville town,290
Indiana,.Stinesville town,200
Indiana,.Straughn town,230
Indiana,.Sullivan city,"4,429"
Indiana,.Sulphur Springs town,318
Indiana,.Summitville town,"1,054"
Indiana,.Sunman town,779
Indiana,.Swayzee town,901
Indiana,.Sweetser town,809
Indiana,.Switz City town,301
Indiana,.Syracuse town,"2,986"
Indiana,.Tell City city,"7,473"
Indiana,.Tennyson town,312
Indiana,.Terre Haute city,"59,900"
Indiana,.Thorntown town,"1,627"
Indiana,.Tipton city,"4,999"
Indiana,.Topeka town,"1,191"
Indiana,.Town of Pines town,799
Indiana,.Trafalgar town,"1,150"
Indiana,.Trail Creek town,"2,170"
Indiana,.Troy town,379
Indiana,.Ulen town,126
Indiana,.Union City city,"3,312"
Indiana,.Uniondale town,263
Indiana,.Universal town,415
Indiana,.Upland town,"3,633"
Indiana,.Utica town,661
Indiana,.Valparaiso city,"30,622"
Indiana,.Van Buren town,834
Indiana,.Veedersburg town,"2,150"
Indiana,.Vera Cruz town,60
Indiana,.Vernon town,315
Indiana,.Versailles town,"1,710"
Indiana,.Vevay town,"1,588"
Indiana,.Vincennes city,"17,894"
Indiana,.Wabash city,"10,731"
Indiana,.Wakarusa town,"1,749"
Indiana,.Walkerton town,"2,177"
Indiana,.Wallace town,94
Indiana,.Walton town,"1,005"
Indiana,.Wanatah town,"1,061"
Indiana,.Warren town,"1,316"
Indiana,.Warren Park town,"1,657"
Indiana,.Warsaw city,"13,690"
Indiana,.Washington city,"11,637"
Indiana,.Waterloo town,"2,173"
Indiana,.Waveland town,402
Indiana,.Waynetown town,880
Indiana,.West Baden Springs town,611
Indiana,.West College Corner town,586
Indiana,.Westfield town,"22,402"
Indiana,.West Harrison town,320
Indiana,.West Lafayette city,"31,530"
Indiana,.West Lebanon town,753
Indiana,.Westport town,"1,453"
Indiana,.West Terre Haute town,"2,243"
Indiana,.Westville town,"5,029"
Indiana,.Wheatfield town,924
Indiana,.Wheatland town,482
Indiana,.Whiteland town,"4,502"
Indiana,.Whitestown town,"1,427"
Indiana,.Whitewater town,74
Indiana,.Whiting city,"4,758"
Indiana,.Wilkinson town,362
Indiana,.Williams Creek town,423
Indiana,.Williamsport town,"1,884"
Indiana,.Winamac town,"2,464"
Indiana,.Winchester city,"4,576"
Indiana,.Windfall City town,657
Indiana,.Winfield town,"4,683"
Indiana,.Wingate town,292
Indiana,.Winona Lake town,"4,288"
Indiana,.Winslow town,811
Indiana,.Wolcott town,887
Indiana,.Wolcottville town,955
Indiana,.Woodburn city,"1,652"
Indiana,.Woodlawn Heights town,71
Indiana,.Worthington town,"1,440"
Indiana,.Wynnedale town,281
Indiana,.Yeoman town,89
Indiana,.Yorktown town,"8,610"
Indiana,.Zanesville town,590
Indiana,.Zionsville town,"14,012"
Iowa,.Ackley city,"1,648"
Iowa,.Ackworth city,116
Iowa,.Adair city,701
Iowa,.Adel city,"4,321"
Iowa,.Afton city,898
Iowa,.Agency city,629
Iowa,.Ainsworth city,535
Iowa,.Akron city,"1,401"
Iowa,.Albert City city,684
Iowa,.Albia city,"3,529"
Iowa,.Albion city,565
Iowa,.Alburnett city,547
Iowa,.Alden city,783
Iowa,.Alexander city,158
Iowa,.Algona city,"5,227"
Iowa,.Alleman city,433
Iowa,.Allerton city,534
Iowa,.Allison city,896
Iowa,.Alta city,"1,862"
Iowa,.Alta Vista city,260
Iowa,.Alton city,"1,115"
Iowa,.Altoona city,"14,397"
Iowa,.Alvord city,175
Iowa,.Ames city,"56,657"
Iowa,.Anamosa city,"5,745"
Iowa,.Andover city,84
Iowa,.Andrew city,431
Iowa,.Anita city,"1,126"
Iowa,.Ankeny city,"42,648"
Iowa,.Anthon city,634
Iowa,.Aplington city,954
Iowa,.Arcadia city,439
Iowa,.Archer city,115
Iowa,.Aredale city,70
Iowa,.Arion city,106
Iowa,.Arispe city,96
Iowa,.Arlington city,449
Iowa,.Armstrong city,867
Iowa,.Arnolds Park city,"1,332"
Iowa,.Arthur city,204
Iowa,.Asbury city,"4,022"
Iowa,.Ashton city,417
Iowa,.Aspinwall city,64
Iowa,.Atalissa city,306
Iowa,.Atkins city,"1,588"
Iowa,.Atlantic city,"6,728"
Iowa,.Auburn city,265
Iowa,.Audubon city,"2,120"
Iowa,.Aurelia city,919
Iowa,.Aurora city,181
Iowa,.Avoca city,"1,511"
Iowa,.Ayrshire city,175
Iowa,.Badger city,572
Iowa,.Bagley city,313
Iowa,.Baldwin city,135
Iowa,.Balltown city,71
Iowa,.Bancroft city,714
Iowa,.Bankston city,26
Iowa,.Barnes City city,221
Iowa,.Barnum city,191
Iowa,.Bassett city,68
Iowa,.Batavia city,475
Iowa,.Battle Creek city,645
Iowa,.Baxter city,"1,032"
Iowa,.Bayard city,470
Iowa,.Beacon city,522
Iowa,.Beaconsfield city,10
Iowa,.Beaman city,172
Iowa,.Beaver city,50
Iowa,.Bedford city,"1,470"
Iowa,.Belle Plaine city,"2,833"
Iowa,.Bellevue city,"2,302"
Iowa,.Belmond city,"2,269"
Iowa,.Bennett city,360
Iowa,.Benton city,35
Iowa,.Berkley city,26
Iowa,.Bernard city,98
Iowa,.Bertram city,281
Iowa,.Bettendorf city,"33,175"
Iowa,.Bevington city,60
Iowa,.Birmingham city,421
Iowa,.Blairsburg city,217
Iowa,.Blairstown city,689
Iowa,.Blakesburg city,350
Iowa,.Blanchard city,60
Iowa,.Blencoe city,197
Iowa,.Blockton city,170
Iowa,.Bloomfield city,"2,565"
Iowa,.Blue Grass city,"1,425"
Iowa,.Bode city,296
Iowa,.Bonaparte city,444
Iowa,.Bondurant city,"3,004"
Iowa,.Boone city,"12,479"
Iowa,.Bouton city,157
Iowa,.Boxholm city,197
Iowa,.Boyden city,689
Iowa,.Braddyville city,162
Iowa,.Bradgate city,91
Iowa,.Brandon city,326
Iowa,.Brayton city,131
Iowa,.Breda city,443
Iowa,.Bridgewater city,156
Iowa,.Brighton city,675
Iowa,.Bristow city,160
Iowa,.Britt city,"1,858"
Iowa,.Bronson city,286
Iowa,.Brooklyn city,"1,336"
Iowa,.Brunsville city,137
Iowa,.Buckeye city,94
Iowa,.Buck Grove city,51
Iowa,.Buffalo city,"1,346"
Iowa,.Buffalo Center city,830
Iowa,.Burlington city,"25,527"
Iowa,.Burt city,487
Iowa,.Bussey city,435
Iowa,.Calamus city,395
Iowa,.Callender city,426
Iowa,.Calmar city,999
Iowa,.Calumet city,151
Iowa,.Camanche city,"4,268"
Iowa,.Cambridge city,811
Iowa,.Cantril city,254
Iowa,.Carbon city,22
Iowa,.Carlisle city,"3,726"
Iowa,.Carpenter city,129
Iowa,.Carroll city,"9,877"
Iowa,.Carson city,715
Iowa,.Carter Lake city,"3,208"
Iowa,.Cascade city,"2,146"
Iowa,.Casey city,389
Iowa,.Castalia city,161
Iowa,.Castana city,158
Iowa,.Cedar Falls city,"38,714"
Iowa,.Cedar Rapids city,"127,764"
Iowa,.Center Junction city,113
Iowa,.Center Point city,"2,321"
Iowa,.Centerville city,"5,367"
Iowa,.Central City city,"1,172"
Iowa,.Centralia city,98
Iowa,.Chariton city,"4,348"
Iowa,.Charles City city,"7,346"
Iowa,.Charlotte city,435
Iowa,.Charter Oak city,496
Iowa,.Chatsworth city,83
Iowa,.Chelsea city,267
Iowa,.Cherokee city,"4,673"
Iowa,.Chester city,136
Iowa,.Chillicothe city,83
Iowa,.Churdan city,359
Iowa,.Cincinnati city,360
Iowa,.Clare city,172
Iowa,.Clarence city,956
Iowa,.Clarinda city,"5,301"
Iowa,.Clarion city,"2,671"
Iowa,.Clarksville city,"1,272"
Iowa,.Clayton city,51
Iowa,.Clearfield city,351
Iowa,.Clear Lake city,"7,786"
Iowa,.Cleghorn city,222
Iowa,.Clemons city,145
Iowa,.Clermont city,683
Iowa,.Clinton city,"26,459"
Iowa,.Clio city,71
Iowa,.Clive city,"15,469"
Iowa,.Clutier city,219
Iowa,.Coburg city,29
Iowa,.Coggon city,711
